	Music	Slow songs or fast songs	Dance	Folk	Country	Classical music	Musical	Pop	Rock	Metal or Hardrock	Punk	Hiphop, Rap	Reggae, Ska	Swing, Jazz	Rock n roll	Alternative	Latino	Techno, Trance	Opera	Movies	Horror	Thriller	Comedy	Romantic	Sci-fi	War	Fantasy/Fairy tales	Animated	Documentary	Western	Action	History	Psychology	Politics	Mathematics	Physics	Internet	PC	Economy Management	Biology	Chemistry	Reading	Geography	Foreign languages	Medicine	Law	Cars	Art exhibitions	Religion	Countryside, outdoors	Dancing	Musical instruments	Writing	Passive sport	Active sport	Gardening	Celebrities	Shopping	Science and technology	Theatre	Fun with friends	Adrenaline sports	Pets	Flying	Storm	Darkness	Heights	Spiders	Snakes	Rats	Ageing	Dangerous dogs	Fear of public speaking	Healthy eating	Daily events	Prioritising workload	Writing notes	Workaholism	Thinking ahead	Final judgement	Reliability	Keeping promises	Loss of interest	Friends versus money	Funniness	Fake	Criminal damage	Decision making	Elections	Self-criticism	Judgment calls	Hypochondria	Eating to survive	Giving	Compassion to animals	Borrowed stuff	Loneliness	Cheating in school	Health	Changing the past	God	Dreams	Charity	Number of friends	Waiting	New environment	Mood swings	Appearence and gestures	Socializing	Achievements	Responding to a serious letter	Children	Assertiveness	Getting angry	Knowing the right people	Public speaking	Unpopularity	Life struggles	Happiness in life	Energy levels	Small - big dogs	Personality	Finding lost valuables	Getting up	Interests or hobbies	Parents' advice	Questionnaires or polls	Finances	Shopping centres	Branded clothing	Entertainment spending	Spending on looks	Spending on gadgets	Spending on healthy eating	Age	Height	Weight	Number of siblings	Gender_female	Gender_male	Left_right_handed_left handed	Left_right_handed_right handed	Only_child_no	Only_child_yes	Village_town_city	Village_town_village	House_block_of_flats_block of flats	House_block_of_flats_house/bungalow	Smoking	Alcohol	Punctuality	Lying	Internet_usage	Education
811	5.0	4.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	5.0	2.0	1.0	5.0	4.0	2.0	5.0	1.0	2.0	3.0	1.0	5.0	3.0	1.0	1.0	1.0	1.0	5.0	3.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	5.0	1.0	2.0	5.0	3.0	1.0	1.0	5.0	5.0	1.0	1.0	4.0	4.0	1.0	5.0	2.0	5.0	2.0	2.0	2.0	3.0	1.0	5.0	2.0	3.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	5.0	1.0	5.0	1.0	2.0	3.0	3.0	1.0	1.0	2.0	1.0	5.0	3.0	5.0	4.0	1.0	5.0	4.0	1.0	5.0	4.0	3.0	5.0	1.0	3.0	3.0	3.0	3.0	3.0	3.0	3.6233766233766236	3.0	4.0	3.0	3.0	4.0	2.0	5.0	4.0	1.0	4.0	4.0	1.0	5.0	2.0	1.0	1.0	5.0	4.0	4.0	4.0	3.0	5.0	2.333333333333333	3.305825242718445	3.080123266563942	1.4	0	1	0	1	1	0	1	0	1	0	2.0	2.0	1.0	2.0	2.0	3.0
446	4.0	3.0	4.0	1.0	2.0	2.0	1.0	3.0	3.0	1.0	1.0	4.0	2.0	1.0	2.0	1.0	1.0	4.0	1.0	5.0	4.0	3.0	5.0	1.0	3.0	3.0	1.0	2.0	3.0	1.0	4.0	1.0	4.0	2.0	3.0	1.0	5.0	2.0	5.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	5.0	3.0	1.0	1.0	2.0	2.0	1.0	5.0	3.0	2.0	2.0	1.0	2.0	4.0	4.0	4.0	3.0	1.0	3.0	4.0	3.0	2.0	2.0	1.0	1.0	2.0	1.0	5.0	3.0	2.0	3.0	3.0	3.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0	1.0	2.0	3.0	3.0	5.0	2.0	4.0	1.0	3.0	1.0	3.0	2.0	2.0	4.0	2.0	2.0	3.0	4.0	1.0	2.0	2.0	3.0	5.0	5.0	1.0	4.0	2.0	4.0	3.0	2.0	5.0	1.0	3.0	2.0	2.0	1.0	3.0	2.0	4.0	4.0	3.0	2.333333333333333	3.7912621359223273	2.4637904468412923	1.4	0	1	0	1	1	0	1	0	1	0	4.0	3.0	1.0	1.0	2.0	3.0
456	5.0	5.0	3.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	4.0	5.0	5.0	1.0	2.0	3.0	1.0	1.0	1.0	5.0	3.0	3.0	5.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	5.0	5.0	3.0	5.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	2.0	5.0	2.0	4.0	4.0	5.0	1.0	4.0	2.0	1.0	1.0	1.0	5.0	5.0	1.0	1.0	1.0	4.0	2.0	5.0	4.0	5.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	3.0	5.0	4.0	1.0	2.0	2.0	1.0	4.0	5.0	2.0	5.0	4.0	1.0	2.0	1.0	5.0	1.0	3.0	3.0	1.0	5.0	5.0	5.0	1.0	4.0	5.0	2.0	1.0	3.0	1.0	2.0	1.0	3.0	3.0	2.0	2.0	2.0	5.0	5.0	5.0	4.0	3.0	5.0	5.0	1.0	5.0	3.0	4.0	4.0	2.0	1.0	3.0	5.0	1.0	5.0	1.0	5.0	4.0	3.0	5.0	3.0	3.333333333333333	4.155339805825239	3.2342064714946046	1.8	0	1	0	1	1	0	1	0	1	0	2.0	3.0	2.0	2.0	2.0	3.0
168	5.0	4.0	4.0	1.0	2.0	4.0	3.0	4.0	4.0	1.0	3.0	3.0	3.0	3.0	4.0	2.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	3.0	3.0	3.0	4.0	4.0	4.0	3.0	4.0	3.0	4.0	4.0	1.0	1.0	5.0	5.0	5.0	1.0	1.0	4.0	3.0	3.0	1.0	5.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	4.0	1.0	3.0	4.0	5.0	3.0	5.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	1.0	5.0	5.0	3.0	2.0	5.0	3.0	1.0	1.0	5.0	5.0	5.0	1.0	1.0	1.0	5.0	5.0	5.0	5.0	1.0	5.0	1.0	5.0	4.0	3.0	4.0	5.0	5.0	5.0	3.0	4.0	4.0	5.0	5.0	5.0	5.0	5.0	5.0	2.0	2.0	1.0	3.0	3.0	5.0	5.0	1.0	3.0	2.0	3.0	5.0	5.0	1.0	5.0	5.0	1.0	2.666666666666666	3.1844660194174743	2.5408320493066237	1.0	1	0	0	1	0	1	1	0	1	0	2.0	2.0	2.0	1.0	1.0	3.0
452	5.0	3.0	4.0	1.0	1.0	1.0	1.0	5.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	1.0	3.0	1.0	5.0	3.0	5.0	5.0	5.0	1.0	1.0	5.0	2.0	3.0	1.0	1.0	1.0	3.0	2.0	3.0	1.0	4.0	3.0	5.0	3.0	1.0	4.0	5.0	5.0	5.0	3.0	4.0	5.0	3.0	5.0	5.0	1.0	1.0	5.0	5.0	2.0	3.0	5.0	3.0	4.0	5.0	4.0	5.0	1.0	4.0	5.0	1.0	5.0	5.0	5.0	5.0	3.0	4.0	5.0	3.0	2.0	5.0	4.0	5.0	3.0	5.0	5.0	1.0	5.0	4.0	1.0	1.0	5.0	2.0	5.0	5.0	4.0	1.0	5.0	5.0	4.0	1.0	4.0	5.0	3.0	3.0	2.0	3.0	5.0	2.0	5.0	2.0	5.0	5.0	3.0	4.0	5.0	3.0	2.0	5.0	5.0	3.0	5.0	5.0	5.0	3.0	3.0	2.0	1.0	4.0	4.0	1.0	3.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	3.1844660194174743	1.924499229583974	1.8	1	0	0	1	1	0	1	0	1	0	3.0	2.0	1.0	3.0	3.0	5.0
932	5.0	3.0	4.0	1.0	1.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	5.0	2.0	5.0	5.0	1.0	3.0	5.0	5.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	3.0	5.0	1.0	5.0	4.0	5.0	3.0	2.0	4.0	2.0	5.0	5.0	4.0	3.0	2.0	3.0	3.0	3.0	2.0	2.0	5.0	1.0	5.0	2.0	1.0	1.0	3.0	3.0	4.0	5.0	4.0	5.0	1.0	3.0	4.0	2.0	3.0	5.0	4.0	4.0	3.0	4.0	3.0	3.0	2.0	4.0	1.0	2.0	3.0	4.0	5.0	2.0	4.0	2.0	1.0	1.0	3.0	4.0	2.0	5.0	4.0	2.0	1.0	4.0	5.0	5.0	4.0	4.0	1.0	3.0	4.0	2.0	1.0	2.0	4.0	4.0	2.0	3.0	1.0	2.0	5.0	3.0	4.0	4.0	3.0	5.0	5.0	4.0	3.0	3.0	2.0	2.0	5.0	5.0	2.0	4.0	5.0	2.0	2.0	4.0	2.0	3.0	5.0	2.0	1.6067961165048565	1.8474576271186427	2.6	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	2.0	2.0	3.0
772	3.0	3.0	2.0	1.0	1.0	4.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	3.0	2.0	3.0	1.0	4.0	4.0	1.0	1.0	4.0	3.0	3.0	3.0	4.0	2.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	1.0	5.0	1.0	3.0	2.0	2.0	5.0	4.0	5.0	1.0	2.0	2.0	3.0	3.0	5.0	5.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0	2.0	3.0	5.0	3.0	1.0	4.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	4.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	3.0	2.0	5.0	2.0	1.0	1.0	4.0	3.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	3.0	4.0	2.0	4.0	2.0	5.0	2.0	3.0	4.0	2.0	4.0	2.0	4.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	2.0	3.0	4.0	2.0	2.0	1.0	2.0	3.0	3.0	3.0	4.0	2.666666666666666	2.092233009708739	1.8474576271186427	1.0	1	0	0	1	1	0	1	0	0	1	4.0	2.0	1.0	2.0	2.0	3.0
632	5.0	4.0	3.0	5.0	3.0	1.0	1.0	4.0	3.0	1.0	1.0	2.0	3.0	3.0	2.0	1.0	3.0	1.0	1.0	5.0	1.0	1.0	5.0	3.0	3.0	2.0	4.0	4.0	3.0	3.0	5.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	5.0	2.0	2.0	3.0	2.0	3.0	1.0	3.0	5.0	1.0	1.0	3.0	4.0	3.0	5.0	3.0	3.0	1.0	1.0	1.0	4.0	1.0	3.0	1.0	1.0	3.0	1.0	1.0	3.0	2.0	4.0	1.0	3.0	2.0	3.0	4.0	3.0	5.0	3.0	1.0	5.0	3.0	3.0	3.0	5.0	1.0	1.0	5.0	5.0	5.0	1.0	5.0	4.0	3.0	2.0	3.0	1.0	5.0	3.0	5.0	2.0	3.0	3.0	3.0	1.0	5.0	4.0	2.0	3.0	4.0	4.0	1.0	5.0	4.0	4.0	3.0	1.0	3.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	2.0	4.0	3.0	3.0	3.1844660194174743	2.2326656394452993	1.8	0	1	0	1	1	0	0	1	0	1	1.0	1.0	3.0	3.0	2.0	2.0
170	4.0	3.0	2.0	3.0	2.0	2.0	1.0	3.0	4.0	2.0	2.0	2.0	3.0	5.0	4.0	5.0	4.0	1.0	1.0	3.0	1.0	2.0	5.0	2.0	3.0	5.0	4.0	5.0	4.0	1.0	3.0	5.0	4.0	5.0	5.0	3.0	3.0	1.0	5.0	4.0	1.0	3.0	5.0	4.0	4.0	4.0	1.0	2.0	3.0	5.0	2.0	5.0	3.0	3.0	5.0	1.0	1.0	1.0	1.0	3.0	5.0	3.0	4.0	2.0	2.0	4.0	3.0	3.0	5.0	4.0	3.0	3.0	2.0	4.0	5.0	2.0	5.0	3.0	2.0	2.0	3.0	3.0	3.0	5.0	5.0	3.0	1.0	2.0	5.0	5.0	4.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	4.0	3.0	5.0	4.0	3.0	4.0	5.0	3.0	5.0	2.0	2.0	3.0	2.0	4.0	1.0	4.0	4.0	2.978021978021978	3.0	3.0	2.0	4.0	4.0	3.0	5.0	1.0	1.0	3.0	2.0	2.0	4.0	2.333333333333333	2.699029126213592	2.0015408320493053	1.4	0	1	0	1	1	0	1	0	1	0	1.0	3.0	1.0	2.0	2.0	3.0
77	5.0	3.0	5.0	1.0	2.0	2.0	2.0	5.0	4.0	2.0	1.0	4.0	2.0	2.0	2.0	2.0	5.0	5.0	1.0	5.0	1.0	2.0	5.0	3.0	1.0	1.0	5.0	5.0	5.0	2.0	4.0	4.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	3.0	1.0	1.0	4.0	1.0	5.0	5.0	1.0	1.0	3.0	5.0	1.0	1.0	5.0	3.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	3.0	5.0	5.0	2.0	2.0	5.0	3.0	4.0	3.0	2.0	4.0	4.0	3.0	1.0	3.0	3.0	5.0	4.0	4.0	1.0	1.0	2.0	5.0	3.0	3.0	1.0	1.0	3.0	5.0	5.0	1.0	3.0	4.0	3.0	1.0	3.0	1.0	4.0	3.0	5.0	3.0	4.0	3.0	4.0	4.0	4.0	3.0	4.0	2.0	5.0	2.0	2.0	4.0	5.0	4.0	3.0	5.0	3.0	5.0	4.0	4.0	1.0	5.0	5.0	4.0	5.0	2.0	5.0	3.0	2.5776699029126213	1.693374422187981	1.4	1	0	0	1	1	0	1	0	1	0	2.0	2.0	1.0	2.0	2.0	3.0
689	5.0	4.0	4.0	1.0	2.0	3.0	2.0	2.0	4.0	1.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	2.0	5.0	2.0	4.0	4.0	2.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	2.0	4.0	4.0	4.0	3.0	2.0	5.0	5.0	5.0	3.0	2.0	5.0	3.0	1.0	4.0	3.0	3.0	2.0	5.0	5.0	2.0	2.0	2.0	4.0	4.0	3.6666666666666665	2.0	2.0	1.0	1.0	3.0	3.0	4.0	5.0	4.0	1.0	5.0	4.0	2.0	5.0	2.0	3.0	3.0	2.0	3.0	4.0	4.0	2.0	3.0	4.0	3.0	4.0	4.0	5.0	3.0	2.0	2.0	3.0	3.0	2.0	5.0	3.0	5.0	3.0	4.0	1.0	3.0	2.0	3.0	2.0	2.0	3.0	3.0	1.0	2.0	3.0	3.0	2.0	3.0	3.0	5.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	4.0	3.0	3.0	4.0	3.0	4.0	3.0	5.0	3.0	4.0	2.0	2.0	3.4271844660194155	1.924499229583974	1.4	0	1	0	1	1	0	1	0	0	1	2.0	2.0	2.0	2.0	2.0	3.0
875	4.0	5.0	5.0	1.0	4.0	2.0	1.0	2.0	4.0	5.0	3.0	2.0	1.0	2.0	4.0	4.0	2.0	5.0	2.0	5.0	5.0	5.0	5.0	1.0	4.0	2.0	2.0	2.0	4.0	2.0	5.0	2.0	2.0	3.0	4.0	5.0	2.0	4.0	5.0	2.0	2.0	4.0	3.0	3.0	2.0	4.0	5.0	2.0	2.0	1.0	2.0	2.0	1.0	5.0	5.0	1.0	2.0	3.0	4.0	1.0	5.0	4.0	5.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	3.0	3.0	4.0	5.0	1.0	4.0	3.0	1.0	4.0	4.0	2.0	3.0	2.0	1.0	5.0	2.0	5.0	2.0	5.0	1.0	3.0	4.0	5.0	3.0	2.0	4.0	4.0	2.0	1.0	3.0	2.0	2.0	2.0	3.0	3.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	5.0	4.0	3.0	2.0	4.0	5.0	3.0	3.0	2.0	2.0	5.0	3.0	1.0	2.0	1.0	3.0	4.0	4.0	4.0	2.0	3.666666666666666	3.7912621359223273	3.773497688751922	1.0	1	0	0	1	1	0	0	1	0	1	3.0	2.0	3.0	3.0	2.0	3.0
289	5.0	3.0	4.0	2.0	2.0	3.0	4.0	4.0	4.0	2.0	2.0	4.0	1.0	2.0	4.0	1.0	2.8415245737211636	2.0	3.0	4.0	3.0	3.0	4.0	2.0	2.0	4.0	2.0	3.0	2.0	2.0	4.0	5.0	2.0	5.0	1.0	2.0	4.0	4.0	4.0	2.0	2.0	2.0	4.0	4.0	3.0	5.0	3.0	1.0	1.0	4.0	1.0	2.0	1.0	5.0	4.0	1.0	2.0	2.0	3.0	4.0	5.0	5.0	4.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0	5.0	1.0	1.0	4.0	2.0	1.0	5.0	5.0	4.0	5.0	4.0	4.0	2.0	1.0	5.0	5.0	5.0	1.0	2.0	2.0	3.0	4.0	2.0	5.0	2.0	2.0	2.0	3.0	2.0	5.0	3.0	5.0	4.0	2.0	3.0	4.0	1.0	3.0	4.0	3.0	5.0	1.0	2.0	4.0	4.0	5.0	4.0	3.0	1.0	5.0	5.0	2.0	1.0	1.0	4.0	4.0	5.0	2.0	5.0	3.0	2.333333333333333	4.155339805825239	4.620955315870566	1.0	0	1	0	1	0	1	1	0	1	0	4.0	3.0	3.0	2.0	1.0	4.0
375	5.0	3.0	4.0	2.0	1.0	1.0	3.0	5.0	4.0	2.0	2.0	5.0	2.0	2.0	1.0	1.0	3.0	2.3426853707414828	1.0	5.0	1.0	2.0	5.0	5.0	2.0	1.0	5.0	5.0	3.0	1.0	3.0	2.0	1.0	1.0	3.0	2.0	5.0	2.0	1.0	5.0	5.0	4.0	2.0	3.0	3.0	1.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	5.0	5.0	2.0	2.0	3.0	2.0	4.0	2.3333333333333335	1.0	1.0	3.0	2.0	2.0	3.0	5.0	4.0	3.0	5.0	5.0	5.0	3.0	2.0	3.0	1.0	4.0	1.0	1.0	5.0	4.0	5.0	1.0	3.0	2.0	1.0	4.0	4.0	5.0	5.0	1.0	2.0	1.0	2.0	4.0	2.0	2.0	3.0	4.0	1.0	3.0	1.0	2.0	4.0	5.0	3.0	3.0	3.0	3.0	5.0	4.0	4.0	5.0	2.0	5.0	3.0	4.0	3.0	3.0	1.0	3.0	5.0	4.0	3.0	3.0	2.0	4.0	2.0	1.0	1.0	1.0	2.0	2.0	2.666666666666666	1.9708737864077683	1.693374422187981	1.8	1	0	0	1	1	0	1	0	1	0	2.0	2.0	3.0	3.0	2.0	3.0
604	5.0	3.0	3.0	2.0	2.0	1.0	3.0	4.0	4.0	1.0	5.0	4.0	4.0	2.0	2.0	5.0	2.0	1.0	1.0	5.0	5.0	5.0	5.0	5.0	4.0	1.0	5.0	5.0	4.0	2.0	4.0	5.0	5.0	1.0	1.0	1.0	5.0	3.0	3.0	2.0	1.0	5.0	1.0	3.0	3.0	3.0	4.0	5.0	3.0	3.0	4.0	2.0	3.0	5.0	5.0	1.0	3.0	5.0	4.0	3.0	5.0	3.0	5.0	2.0	3.0	5.0	4.0	5.0	5.0	3.0	3.0	5.0	5.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	5.0	4.0	5.0	3.0	5.0	3.0	1.0	3.0	1.0	3.0	3.0	1.0	2.0	3.0	5.0	5.0	5.0	5.0	4.0	5.0	5.0	3.0	2.0	3.0	1.0	5.0	3.0	3.0	3.0	1.0	3.0	5.0	3.0	1.0	3.0	5.0	3.0	5.0	3.0	5.0	1.0	3.0	3.0	3.0	5.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	5.0	3.0	1.9708737864077683	1.1540832049306626	1.4	1	0	0	1	1	0	1	0	1	0	4.0	2.0	2.0	3.0	2.0	3.0
735	5.0	1.0	3.0	2.0	1.0	3.0	4.0	3.0	4.0	2.0	1.0	1.0	1.0	4.0	5.0	4.0	4.0	3.0	2.0	5.0	2.0	4.0	3.0	4.0	3.0	3.0	4.0	5.0	2.0	1.0	3.0	4.0	4.0	1.0	1.0	1.0	5.0	2.0	2.0	3.0	2.0	5.0	3.0	5.0	3.0	2.0	1.0	4.0	2.0	5.0	5.0	5.0	4.0	3.0	4.0	2.0	3.0	4.0	1.0	3.0	5.0	3.0	5.0	3.0	3.0	4.0	3.0	3.0	2.0	4.0	5.0	3.0	3.0	2.0	2.0	3.0	1.0	1.0	4.0	2.0	4.0	4.0	4.0	4.0	5.0	4.0	1.0	3.0	1.0	5.0	3.0	3.0	3.0	1.0	5.0	4.0	4.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	3.0	5.0	3.0	1.0	2.0	3.0	3.0	3.0	3.0	2.0	3.0	2.0	3.0	5.0	3.0	1.0	5.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	2.0	3.0	3.1844660194174743	1.7704160246533114	1.0	1	0	0	1	1	0	0	1	0	1	1.0	1.0	3.0	4.0	4.0	5.0
271	5.0	3.0	4.0	3.0	1.0	1.0	1.0	4.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	4.0	2.0	1.0	1.0	5.0	4.0	3.0	4.0	2.0	1.0	5.0	3.0	3.0	4.0	2.0	5.0	4.0	1.0	3.0	2.0	1.0	4.0	4.0	2.0	2.0	1.0	4.0	3.0	3.0	2.0	2.0	5.0	2.0	1.0	4.0	3.0	1.0	1.0	4.0	5.0	1.0	4.0	4.0	3.0	3.0	5.0	5.0	5.0	3.0	3.0	3.0	1.0	2.0	4.0	2.0	4.0	4.0	4.0	3.0	4.0	3.0	1.0	2.0	4.0	3.0	4.0	4.0	1.0	5.0	3.0	2.0	5.0	4.0	3.0	2.0	3.0	1.0	2.0	4.0	5.0	5.0	2.0	5.0	4.0	2.0	4.0	3.0	3.0	4.0	3.0	5.0	2.0	3.0	3.0	4.0	2.0	5.0	3.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	3.0	5.0	4.0	2.8203883495145625	3.2342064714946046	1.0	0	1	0	1	0	1	0	1	0	1	1.0	2.0	3.0	3.0	3.0	3.0
620	4.0	1.0	4.0	1.0	2.0	2.0	2.0	1.0	3.0	4.0	1.0	1.0	1.0	1.0	2.0	5.0	2.0	5.0	1.0	5.0	4.0	3.0	5.0	4.0	5.0	1.0	2.0	4.0	4.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	2.6853146853146854	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.3333333333333335	2.0	3.0	4.0	1.0	1.0	3.0	5.0	1.0	2.0	5.0	4.0	5.0	4.0	3.0	3.0	3.0	1.0	4.0	3.0	5.0	4.0	1.0	1.0	1.0	1.0	5.0	1.0	5.0	3.0	3.0	1.0	3.0	1.0	5.0	5.0	5.0	5.0	2.0	5.0	3.0	3.0	2.0	3.0	3.0	3.0	4.0	4.0	5.0	3.0	3.0	4.0	1.0	4.0	3.0	5.0	1.0	3.0	3.0	3.0	1.0	4.0	1.0	2.0	1.0	4.0	1.0	3.0	1.0	5.0	5.0	3.0	5.0	5.0	2.666666666666666	3.548543689320386	2.0785824345146366	2.2	0	1	0	1	1	0	1	0	1	0	3.0	3.0	1.0	3.0	1.0	3.0
339	5.0	3.0	2.0	2.0	1.0	5.0	3.0	2.0	5.0	5.0	5.0	1.0	3.0	3.0	5.0	5.0	2.0	1.0	3.0	5.0	1.0	2.0	5.0	5.0	1.0	3.0	5.0	5.0	5.0	1.0	2.0	5.0	2.0	5.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	3.0	5.0	3.0	2.0	5.0	3.0	2.0	2.0	4.0	2.0	5.0	1.0	4.0	5.0	2.0	3.0	4.0	2.0	2.0	2.3333333333333335	2.0	5.0	3.0	4.0	3.0	2.0	2.0	5.0	2.0	4.0	5.0	1.0	4.0	4.0	4.0	5.0	5.0	5.0	3.0	5.0	5.0	3.0	3.0	5.0	2.0	4.0	2.0	3.0	4.0	4.0	2.0	4.0	2.0	4.0	5.0	3.0	3.0	4.0	2.0	4.0	3.0	2.0	4.0	1.0	5.0	3.0	2.0	3.0	4.0	2.0	3.0	3.0	4.0	5.0	2.0	3.0	1.0	4.0	5.0	4.0	3.0	3.0	1.0	5.0	4.0	4.0	2.0	4.0	4.0	2.0	2.0	1.0	4.0	2.0	1.0	1.0	1.8	1	0	0	1	1	0	1	0	1	0	2.0	2.0	2.0	1.0	2.0	2.0
910	5.0	4.0	2.0	3.0	1.0	5.0	3.0	3.0	5.0	4.0	4.0	2.0	3.0	4.0	5.0	5.0	5.0	2.0	4.0	5.0	1.0	4.0	3.0	2.0	4.0	4.0	4.0	3.0	3.0	3.0	2.0	5.0	4.0	4.0	3.0	2.0	3.0	1.0	2.0	2.0	3.0	5.0	5.0	5.0	3.0	4.0	2.0	4.0	4.0	4.0	5.0	2.0	5.0	3.0	4.0	5.0	2.0	4.0	3.0	5.0	3.6666666666666665	4.0	3.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	4.0	1.0	4.0	3.0	4.0	1.0	1.0	2.0	1.0	1.0	3.0	4.0	4.0	5.0	4.0	2.0	5.0	2.0	5.0	4.0	5.0	5.0	2.0	2.0	5.0	2.0	5.0	2.0	1.0	5.0	1.0	2.0	4.0	2.0	1.0	1.0	5.0	4.0	1.0	2.0	5.0	5.0	5.0	5.0	1.0	4.0	5.0	5.0	2.0	2.0	5.0	3.0	4.0	5.0	4.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	2.0	4.0	2.666666666666666	2.092233009708739	1.462249614791987	1.4	1	0	0	1	0	1	1	0	1	0	2.0	2.0	1.0	3.0	2.0	3.0
258	5.0	4.0	1.0	2.0	1.0	5.0	1.0	1.0	5.0	5.0	2.0	1.0	1.0	4.0	3.0	5.0	2.0	1.0	1.0	5.0	4.0	5.0	5.0	2.0	5.0	3.0	5.0	5.0	3.0	1.0	2.0	2.0	2.0	2.0	4.0	4.0	5.0	3.0	1.0	1.0	1.0	5.0	5.0	3.0	1.0	1.0	1.0	1.0	3.0	5.0	1.0	3.0	1.0	4.0	2.0	1.0	1.0	1.0	4.0	3.0	5.0	1.0	2.0	1.0	1.0	4.0	4.0	1.0	3.0	3.0	2.0	1.0	5.0	1.0	3.0	1.0	1.0	1.0	4.0	1.0	3.0	5.0	1.0	5.0	3.0	2.0	2.0	5.0	5.0	1.0	5.0	1.0	1.0	1.0	5.0	3.0	2.0	5.0	3.0	3.0	3.0	3.0	1.0	1.0	5.0	2.0	1.0	1.0	1.0	5.0	5.0	2.0	3.0	2.0	1.0	5.0	1.0	3.0	3.0	3.0	5.0	4.0	5.0	5.0	1.0	2.0	1.0	4.0	1.0	1.0	5.0	1.0	1.0	5.0	2.666666666666666	3.4271844660194155	1.924499229583974	1.4	1	0	0	1	0	1	1	0	1	0	2.0	2.0	2.0	2.0	1.0	3.0
